Name,Code,E,N,Z,RMS_x,RMS_y,RMS_h,Solution,PDOP,Antenna name,Antenna measure type,Antenna height,Start time,End time
1042,tn,396352.048,7411781.236,488.284,0.022,0.022,0.049,float,1.332,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:39:20,2025/06/28 16:39:22
1043,tn,396345.179,7411776.334,487.744,0.007,0.007,0.015,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:39:30,2025/06/28 16:39:32
1044,tn,396336.67,7411777.956,488.092,0.147,0.147,0.285,float,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:04,2025/06/28 16:40:06
1045,tn,396329.541,7411782.256,488.072,0.004,0.004,0.008,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:16,2025/06/28 16:40:18
1046,tn,396321.09,7411783.452,487.96,0.004,0.004,0.009,fixed,1.333,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:27,2025/06/28 16:40:29
1047,tn,396315.431,7411789.284,488.063,0.002,0.002,0.003,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:41,2025/06/28 16:40:43
1048,tn,396311.732,7411797.134,488.194,0.002,0.002,0.004,fixed,1.384,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:50,2025/06/28 16:40:52
1049,tn,396311.19,7411805.282,488.852,0.002,0.002,0.004,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:40:58,2025/06/28 16:41:00
1050,tn,396310.981,7411813.601,489.357,0.001,0.001,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:41:43,2025/06/28 16:41:45
1051,tn,396305.319,7411819.535,489.455,0.002,0.002,0.004,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:41:50,2025/06/28 16:41:52
1052,tn,396300.093,7411826.343,489.544,0.002,0.002,0.004,fixed,1.362,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:41:58,2025/06/28 16:42:00
1053,tn,396291.602,7411826.78,489.066,0.001,0.001,0.003,fixed,1.363,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:42:35,2025/06/28 16:42:37
1054,tn,396288.906,7411818.869,488.728,0.002,0.002,0.004,fixed,1.364,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:09,2025/06/28 16:43:11
1055,tn,396281.729,7411813.922,488.013,0.002,0.002,0.004,fixed,1.364,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:20,2025/06/28 16:43:22
1056,tn,396275.989,7411807.579,487.178,0.009,0.009,0.019,fixed,1.364,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:28,2025/06/28 16:43:30
1057,tn,396271.092,7411800.794,486.758,0.001,0.001,0.003,fixed,1.365,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:35,2025/06/28 16:43:37
1058,tn,396266.509,7411793.237,486.256,0.002,0.002,0.005,fixed,1.365,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:43,2025/06/28 16:43:45
1059,tn,396262.056,7411786.345,485.837,0.004,0.004,0.008,fixed,1.365,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:50,2025/06/28 16:43:52
1060,tn,396257.081,7411778.85,484.835,0.008,0.008,0.015,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:43:58,2025/06/28 16:44:00
1061,tn,396252.453,7411771.814,484.318,0.005,0.005,0.008,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:06,2025/06/28 16:44:08
1062,tn,396247.637,7411764.702,483.882,0.01,0.01,0.02,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:14,2025/06/28 16:44:16
1063,tn,396242.755,7411756.933,483.036,0.009,0.009,0.02,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:22,2025/06/28 16:44:24
1064,tn,396238.112,7411750.037,482.372,0.013,0.013,0.027,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:29,2025/06/28 16:44:31
1065,tn,396233.3,7411742.574,481.677,0.005,0.005,0.01,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:37,2025/06/28 16:44:39
1066,tn,396228.848,7411735.672,481.262,0.008,0.008,0.019,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:46,2025/06/28 16:44:48
1067,tn,396223.92,7411728.344,480.36,0.01,0.01,0.023,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:44:54,2025/06/28 16:44:56
1068,tn,396219.158,7411720.576,479.953,0.004,0.004,0.009,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:10,2025/06/28 16:45:12
1069,tn,396214.852,7411713.598,479.245,0.007,0.007,0.018,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:17,2025/06/28 16:45:19
1070,tn,396210.366,7411706.787,478.539,0.011,0.011,0.026,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:24,2025/06/28 16:45:26
1071,tn,396205.59,7411699.632,477.513,0.014,0.014,0.033,float,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:32,2025/06/28 16:45:34
1072,tn,396199.002,7411694.021,476.652,0.007,0.007,0.015,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:47,2025/06/28 16:45:49
1073,tn,396191.189,7411691.184,476.175,0.01,0.01,0.02,fixed,1.287,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:45:54,2025/06/28 16:45:56
1074,tn,396182.543,7411689.161,475.517,0.01,0.01,0.023,float,1.287,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:46:05,2025/06/28 16:46:07
1075,tn,396173.8,7411687.365,475.071,0.014,0.014,0.033,float,1.287,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:46:13,2025/06/28 16:46:15
1076,tn,396165.038,7411689.504,474.88,0.005,0.005,0.011,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:46:38,2025/06/28 16:46:40
1077,tn,396156.738,7411690.908,474.828,0.002,0.002,0.004,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:46:47,2025/06/28 16:46:49
1078,tn,396148.822,7411692.674,474.491,0.007,0.007,0.015,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:46:55,2025/06/28 16:46:57
1079,tn,396140.295,7411693.359,474.471,0.012,0.012,0.026,fixed,1.285,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:47:04,2025/06/28 16:47:06
1080,tn,396132.248,7411694.383,474.886,0.008,0.008,0.018,fixed,1.285,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:47:13,2025/06/28 16:47:15
1081,tn,396123.778,7411695.493,475.014,0.01,0.01,0.02,fixed,1.284,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:47:49,2025/06/28 16:47:51
1082,tn,396114.986,7411697.557,475.086,0.003,0.003,0.006,fixed,1.284,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:47:58,2025/06/28 16:48:00
1083,tn,396107.305,7411700.053,475.235,0.002,0.002,0.005,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:06,2025/06/28 16:48:08
1084,tn,396099.472,7411703.652,475.402,0.002,0.002,0.004,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:15,2025/06/28 16:48:17
1085,tn,396092.655,7411707.983,475.36,0.001,0.001,0.003,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:23,2025/06/28 16:48:25
1086,tn,396086.298,7411713.331,475.445,0.005,0.005,0.011,fixed,1.282,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:42,2025/06/28 16:48:44
1087,tn,396080.906,7411719.548,475.409,0.002,0.002,0.005,fixed,1.282,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:50,2025/06/28 16:48:52
1088,tn,396076.386,7411726.503,475.371,0.002,0.002,0.003,fixed,1.281,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:48:59,2025/06/28 16:49:01
1089,tn,396071.152,7411732.703,475.167,0.004,0.004,0.009,fixed,1.281,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:49:10,2025/06/28 16:49:12
1090,tn,396075.879,7411739.171,475.545,0.008,0.008,0.017,fixed,1.28,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:49:44,2025/06/28 16:49:46
1091,tn,396084.056,7411737.622,476.238,0.01,0.01,0.021,fixed,1.279,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:50:01,2025/06/28 16:50:03
1092,tn,396090.207,7411731.696,476.254,0.014,0.014,0.029,float,1.279,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:50:14,2025/06/28 16:50:16
1093,tn,396096.996,7411726.965,476.312,0.011,0.011,0.027,float,1.278,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:50:33,2025/06/28 16:50:35
1094,tn,396103.591,7411722.416,476.429,0.005,0.005,0.014,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:50:49,2025/06/28 16:50:51
1095,tn,396111.18,7411718.749,476.461,0.004,0.004,0.012,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:01,2025/06/28 16:51:03
1096,tn,396116.437,7411725.38,477.108,0.006,0.006,0.019,float,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:18,2025/06/28 16:51:20
1097,tn,396120.785,7411732.278,477.457,0.002,0.002,0.004,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:26,2025/06/28 16:51:28
1098,tn,396125.482,7411739.617,478.105,0.006,0.006,0.015,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:34,2025/06/28 16:51:36
1099,tn,396129.948,7411746.806,478.276,0.001,0.001,0.003,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:43,2025/06/28 16:51:45
1100,tn,396134.572,7411754.166,479.012,0.001,0.001,0.003,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:51:52,2025/06/28 16:51:54
1101,tn,396139.023,7411760.889,479.306,0.005,0.005,0.012,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:52:00,2025/06/28 16:52:02
1102,tn,396143.632,7411767.809,479.592,0.006,0.006,0.015,fixed,1.221,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:52:09,2025/06/28 16:52:11
1103,tn,396148.16,7411775.129,479.979,0.01,0.01,0.029,fixed,1.273,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:52:17,2025/06/28 16:52:19
1104,tn,396140.637,7411778.655,480.083,0.01,0.01,0.023,float,1.368,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:05,2025/06/28 16:53:07
1105,tn,396132.524,7411779.678,479.432,0.02,0.02,0.054,float,1.368,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:13,2025/06/28 16:53:15
1106,tn,396123.772,7411780.565,479.572,0.019,0.019,0.045,float,1.368,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:21,2025/06/28 16:53:23
1107,tn,396114.864,7411782.355,478.779,0.01,0.01,0.025,float,1.368,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:38,2025/06/28 16:53:40
1108,tn,396106.829,7411783.976,478.587,0.004,0.004,0.011,fixed,1.367,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:45,2025/06/28 16:53:47
1109,tn,396098.22,7411786.721,477.779,0.012,0.012,0.03,fixed,1.367,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:53:54,2025/06/28 16:53:56
1110,tn,396089.96,7411790.685,477.317,0.01,0.01,0.026,fixed,1.34,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:02,2025/06/28 16:54:04
1111,tn,396083.315,7411795.305,476.874,0.009,0.009,0.021,float,1.267,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:09,2025/06/28 16:54:11
1112,tn,396076.988,7411801.058,476.474,0.014,0.014,0.034,float,1.34,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:17,2025/06/28 16:54:19
1113,tn,396071.906,7411807.781,476.124,0.003,0.003,0.008,float,1.268,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:41,2025/06/28 16:54:43
1114,tn,396066.557,7411814.747,475.548,0.982,0.982,2.568,diff,1.473,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:48,2025/06/28 16:54:50
1115,tn,396061.84,7411821.872,475.335,1.019,1.019,2.58,diff,1.605,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:54:55,2025/06/28 16:54:57
1116,tn,396057.298,7411829.29,475.125,1.041,1.041,2.546,diff,1.366,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:55:02,2025/06/28 16:55:04
1117,tn,396054.144,7411836.851,475.119,1.032,1.032,2.426,diff,1.471,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:55:09,2025/06/28 16:55:11
1118,tn,396052.423,7411844.754,475.212,1.15,1.15,2.737,diff,1.603,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:55:16,2025/06/28 16:55:18
1119,tn,396052.428,7411853.211,475.524,1.06,1.06,2.794,diff,1.269,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:55:39,2025/06/28 16:55:41
1120,tn,396065.398,7411860.307,498.771,0.445,1.349,2.434,single,2.308,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:57:52,2025/06/28 16:57:54
1121,mata,396070.389,7411860.13,495.398,0.429,0.985,1.056,single,1.512,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:58:29,2025/06/28 16:58:31
1122,mata,396065.837,7411849.183,498.337,0.392,2.129,3.591,single,2.996,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:58:42,2025/06/28 16:58:44
1123,mata,396065.897,7411837.688,501.97,0.421,1.258,2.623,single,2.247,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:59:42,2025/06/28 16:59:44
1124,mata,396075.636,7411830.345,493.162,0.417,0.991,1.425,single,1.654,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:00:14,2025/06/28 17:00:16
1125,mata,396083.82,7411817.84,493.536,0.937,1.665,4.226,single,3.015,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:00:35,2025/06/28 17:00:37
1126,mata,396096.757,7411805.077,493.256,0.942,1.436,3.498,single,2.218,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:01:03,2025/06/28 17:01:05
1127,mata,396107.117,7411797.269,498.175,0.491,0.965,1.444,single,1.618,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:01:31,2025/06/28 17:01:33
1128,mata,396124.838,7411795.559,496.984,0.45,0.991,1.487,single,1.665,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:01:57,2025/06/28 17:01:59
1129,mata,396152.25,7411792.372,498.042,0.682,1.181,2.44,single,2.079,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:02:35,2025/06/28 17:02:37
1130,mata,396173.778,7411791.849,499.447,0.403,0.964,1.248,single,1.586,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:03:27,2025/06/28 17:03:29
1131,mata,396193.453,7411796.6,502.46,0.475,1.081,1.071,single,1.733,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:03:55,2025/06/28 17:03:57
1132,mata,396208.361,7411805.02,484.347,0.661,0.661,1.329,float,1.756,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:04:22,2025/06/28 17:04:24
1133,mata,396220.062,7411812.787,484.906,0.009,0.009,0.027,fixed,1.707,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:04:42,2025/06/28 17:04:44
1134,mata,396234.12,7411822.489,485.75,0.002,0.002,0.006,fixed,1.546,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:05:05,2025/06/28 17:05:07
1135,mata,396247.663,7411829.22,486.729,0.004,0.004,0.012,fixed,1.353,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:05:29,2025/06/28 17:05:31
1136,mata,396262.287,7411838.039,487.782,0.003,0.003,0.007,fixed,1.592,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:05:53,2025/06/28 17:05:55
1137,mata,396282.819,7411852.823,489.166,0.004,0.004,0.008,fixed,1.659,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:06:26,2025/06/28 17:06:28
1138,mata,396293.018,7411860.306,489.885,0.003,0.003,0.005,fixed,1.597,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:06:43,2025/06/28 17:06:45
1139,mata,396298.579,7411865.221,490.398,0.009,0.009,0.014,fixed,1.733,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:06:52,2025/06/28 17:06:54
1140,mata,396303.196,7411875.367,490.982,0.028,0.028,0.04,fixed,1.503,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:07:04,2025/06/28 17:07:06
1141,mata,396303.646,7411885.154,491.266,0.003,0.003,0.007,fixed,1.593,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:07:29,2025/06/28 17:07:31
1142,mata,396302.089,7411896.469,491.796,0.004,0.004,0.01,fixed,1.857,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:07:39,2025/06/28 17:07:41
1143,mata,396296.562,7411911.875,492.121,0.001,0.001,0.002,fixed,1.481,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:07:55,2025/06/28 17:07:57
1144,mata,396292.46,7411920.725,492.25,0.006,0.006,0.011,fixed,2.229,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:08:12,2025/06/28 17:08:14
1145,mata,396283.575,7411933.926,492.311,0.008,0.008,0.014,fixed,1.723,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:08:34,2025/06/28 17:08:36
1146,tn,396298.452,7411943.003,493.478,0.004,0.004,0.007,fixed,1.383,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:09:15,2025/06/28 17:09:17
1147,arvorenativa,396303.022,7411946.139,493.82,0.011,0.011,0.022,fixed,1.269,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:09:31,2025/06/28 17:09:33
1148,tn,396304.437,7411968.445,495.009,0.001,0.001,0.002,fixed,1.228,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:10:41,2025/06/28 17:10:43
1149,tn,396312.341,7411980.944,495.937,0.001,0.001,0.002,fixed,1.171,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:11:11,2025/06/28 17:11:13
1151,tn,396300.466,7412002.076,496.219,0.001,0.001,0.002,fixed,1.172,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:11:58,2025/06/28 17:12:00
1152,tn,396309.175,7412014.29,511.246,0.244,1.82,1.372,single,9999,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:13:14,2025/06/28 17:13:16
1153,tn,396313.203,7412021.386,497.877,0.003,0.003,0.008,fixed,1.529,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:13:47,2025/06/28 17:13:49
1154,tn,396318.105,7412029.056,498.39,0.008,0.008,0.026,fixed,1.53,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:13:55,2025/06/28 17:13:57
1155,tn,396322.457,7412035.807,498.944,0.012,0.012,0.038,fixed,1.53,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:02,2025/06/28 17:14:04
1156,tn,396327.51,7412043.289,499.572,0.003,0.003,0.011,fixed,1.531,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:10,2025/06/28 17:14:12
1157,tn,396332.06,7412050.786,500.243,0.011,0.011,0.045,fixed,1.531,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:18,2025/06/28 17:14:20
1158,tn,396336.812,7412057.757,500.287,0.01,0.01,0.044,fixed,1.532,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:26,2025/06/28 17:14:28
1159,tn,396341.326,7412065.057,500.806,0.01,0.01,0.039,fixed,1.533,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:34,2025/06/28 17:14:36
1160,tn,396346.1,7412072.424,501.353,0.006,0.006,0.015,fixed,1.429,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:42,2025/06/28 17:14:44
1161,tn,396350.871,7412079.765,501.955,1.135,1.135,2.707,diff,1.429,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:50,2025/06/28 17:14:52
1162,tn,396355.244,7412087.126,502.912,0.006,0.006,0.017,float,1.43,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:14:58,2025/06/28 17:15:00
1163,tn,396360.018,7412094.256,503.353,0.008,0.008,0.018,fixed,1.431,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:08,2025/06/28 17:15:10
1164,tn,396364.811,7412101.267,504.116,0.002,0.002,0.003,fixed,1.3,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:16,2025/06/28 17:15:18
1165,tn,396369.347,7412108.058,504.598,0.002,0.002,0.003,fixed,1.259,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:24,2025/06/28 17:15:26
1166,tn,396374.047,7412115.262,505.226,0.008,0.008,0.019,fixed,1.26,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:32,2025/06/28 17:15:34
1167,tn,396378.702,7412122.758,506.023,0.005,0.005,0.012,fixed,1.26,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:41,2025/06/28 17:15:43
1168,tn,396383.34,7412130.101,507.053,0.001,0.001,0.004,fixed,1.26,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:15:50,2025/06/28 17:15:52
1169,tn,396393.184,7412144.377,525.376,0.515,1.496,0.911,single,9999,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:17:08,2025/06/28 17:17:10
1170,tn,396397.729,7412152.118,509.386,0.001,0.001,0.005,fixed,1.746,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:17:28,2025/06/28 17:17:30
1171,tn,396402.285,7412159.376,509.951,0.007,0.007,0.026,fixed,1.747,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:17:36,2025/06/28 17:17:38
1172,tn,396406.818,7412166.389,510.864,0.006,0.006,0.022,fixed,1.544,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:17:44,2025/06/28 17:17:46
1173,tn,396411.48,7412173.533,511.659,0.002,0.002,0.007,fixed,1.545,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:17:52,2025/06/28 17:17:54
1174,tn,396416.326,7412181.195,512.352,0.002,0.002,0.008,fixed,1.545,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:18:00,2025/06/28 17:18:02
1175,tn,396421.095,7412188.366,513.089,0.002,0.002,0.006,fixed,1.545,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:18:08,2025/06/28 17:18:10
1176,tn,396425.755,7412195.613,513.967,0.002,0.002,0.007,fixed,1.546,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:18:16,2025/06/28 17:18:18
1177,tn,396430.585,7412202.779,514.434,0.003,0.003,0.009,fixed,1.546,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:18:25,2025/06/28 17:18:27
1178,tn,396435.036,7412209.738,515.405,0.001,0.001,0.005,fixed,1.546,T300(NGS),Bottom of receiver,2.5,2025/06/28 17:18:33,2025/06/28 17:18:35
